division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_any,unmet_need_modern,unmet_need_any,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
662,1981,1981,Y,15-49,Other,MW,NA,NA,0.522,NA,NA,N,,N,,Y,Data pertain to women exposed to the risk of pregnancy.,?,None,N,,N,NA,NA,NA,NA,NA,NA,2720,Y_994
662,1988,1988,Y,15-49,Other,MW,NA,NA,0.473,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2788,Y_995
662,2011,2012,Y,15-49,MICS,MW,0.524329198,0.030390227,0.554719426,NA,0.17,N,,N,,N,,None,None,N,,Y,0.020917396,0.007175845,0.018794647,0.085902167,0.249436421,0.128419639,5027,Y_996
670,1981,1981,Y,15-49,Other,MW,0.516,0.023,0.555,NA,NA,N,,N,,Y,Data pertain to women exposed to the risk of pregnancy.,?,None,N,,N,NA,NA,NA,NA,NA,NA,2721,Y_997
670,1988,1988,Y,15-49,Other,MW,NA,NA,0.583,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2789,Y_998
882,2009.580822,2009.745205,Y,15-49,DHS,MW,0.267,0.02,0.287,NA,0.477,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,3358,Y_999
882,2014.49589,2014.580822,Y,15-49,National survey,MW,0.243,0.026,0.269,NA,0.348,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,6014,Y_1000
882,2019.80274,2020.120219,Y,15-49,MICS,MW,0.157697597,0.006824598,0.16585864,NA,0.389026721,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,7864,Y_1001
678,2000.581967,2000.745902,Y,15-49,MICS,MW,0.27981755,0.012983952,0.292801502,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1899,Y_1002
678,2006.372603,2006.465753,Y,15-49,MICS,MW,0.285,0.022,0.307,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,20,Y_1003
678,2008.666667,2009.082192,Y,15-49,DHS,MW,0.336841486,0.047049205,0.383890691,NA,0.37553426,N,,N,,N,,None,None,N,,N,0.019019011,0.007550044,0.020493198,0.086540897,0.171328047,0.08880678,2556,Y_1004
678,2014,2014,Y,15-49,MICS,MW,0.373924753,0.030921554,0.404846308,NA,0.326736955,N,,N,,N,,None,None,N,,Y,0.013515118,0.004493772,0.013198513,0.060966639,0.159496595,0.06581488,5644,Y_1005
678,2019,2019,Y,15-49,MICS,MW,0.460214799,0.03501399,0.496820544,NA,0.270791809,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7599,Y_1006
682,1996.666667,1997.079452,Y,15-49,Other,MW,0.285,0.033,0.318,NA,NA,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,194,Y_1007
682,1999.123288,1999.123288,Y,15-49,National survey,MW,NA,NA,0.208,NA,NA,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,169,Y_1008
682,2007.123288,2007.123288,Y,15-49,National survey,MW,NA,NA,0.238,NA,NA,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3297,Y_1009
682,2016.325137,2016.431694,Y,15-49,National survey,MW,0.2085438,0.037919904,0.246463704,NA,NA,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7336,Y_1010
682,2019,2019,Y,15-49,National survey,MW,0.244,0.032,0.276,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,9052,Y_1011
686,1978.309589,1978.827397,Y,15-49,Other,MW,0.006,0.033,0.039,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,44,Y_1012
686,1986.246575,1986.578082,Y,15-49,DHS,MW,0.023781213,0.022294887,0.0460761,NA,0.37,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1794,Y_1013
686,1992.833333,1993.663014,Y,15-49,DHS,MW,0.047865169,0.026966292,0.074831461,NA,0.288314607,N,,N,,N,,None,None,N,,N,0.005172507,0.003832881,0.008807748,0.114352562,0.147225031,0.044966385,1730,Y_1014
686,1997,1997.326027,Y,15-49,DHS,MW,0.081266507,0.048095962,0.129362469,NA,0.349858082,N,,N,,N,,None,None,N,,N,0.007157434,0.004029943,0.007769649,0.097404794,0.090560318,0.035036272,1795,Y_1015
686,1999.747945,1999.99726,Y,15-49,DHS,MW,0.082,0.023,0.105,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,1867,Y_1016
686,2005.084932,2005.410959,Y,15-49,DHS,MW,0.103107992,0.015070556,0.118178548,NA,0.319759501,N,,N,,N,,None,None,N,,N,0.006677956,0.001751817,0.006047418,0.0727369,0.119873669,0.029526405,1705,Y_1017
686,2010.747945,2011.326027,Y,15-49,DHS,MW,0.120957815,0.010344832,0.131302647,NA,0.30087228,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5274,Y_1018
686,2012.666667,2013.493151,Y,15-49,DHS,MW,0.160899925,0.017479283,0.178379208,NA,0.292097389,N,,N,,N,,None,None,N,,N,0.009696974,0.002158651,0.008102333,0.072646561,0.129031822,0.04133552,5490,Y_1019
686,2014,2014.830137,Y,15-49,DHS,MW,0.202815225,0.018802425,0.22161765,NA,0.255578336,N,,N,,N,,None,None,N,,N,0.010679321,0.002691562,0.009196804,0.066379883,0.146910048,0.046544633,5779,Y_1020
686,2015,2015.830137,Y,15-49,DHS,MW,0.21115488,0.02214682,0.2333017,NA,0.252411679,N,,N,,N,,None,None,N,,N,0.011114861,0.002663296,0.009016747,0.066938519,0.123383054,0.048750854,5955,Y_1021
686,2016,2016.830601,Y,15-49,DHS,MW,0.230113501,0.021212228,0.251325728,NA,0.236204738,N,,N,,N,,None,None,N,,N,0.009654763,0.002841209,0.008044589,0.054205013,0.135692717,0.044681784,7370,Y_1022
686,2017.246575,2017.99726,Y,15-49,DHS,MW,0.262154459,0.015360483,0.277514943,NA,0.219362307,N,,N,,N,,None,None,N,,N,0.00777771,0.001582772,0.005266727,0.040364456,0.105151834,0.02971438,7630,Y_1023
686,2018.413699,2018.99726,Y,15-49,DHS,MW,0.250144497,0.021297565,0.271442061,NA,0.205989359,N,,N,,N,,None,None,N,,N,0.009059299,0.003892425,0.00629386,0.048359284,0.187155843,0.038561627,7866,Y_1024
686,2019,2019,Y,15-49,DHS,MW,0.254461837,0.014256178,0.268718015,NA,0.216712968,N,,N,,N,,None,None,N,,N,0.010051047,0.002096531,0.007132007,0.052970085,0.148876263,0.043444402,7867,Y_1025
688,2000.467213,2000.54918,Y,15-49,MICS,MW,0.33,0.258,0.587,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,2901,Y_1026
688,2005.747945,2006.082192,Y,15-49,MICS,MW,0.189637414,0.223286659,0.412924074,NA,NA,N,,N,,N,,None,None,N,,Y,0.008018868,0.011162128,NA,0.053529952,0.066310868,NA,2557,Y_1027
688,2010.832877,2010.99726,Y,15-49,MICS,MW,0.222168266,0.386183719,0.608351985,NA,0.066,N,,N,,N,,None,None,N,,Y,0.009703642,0.012474975,NA,0.062283156,0.058327561,NA,5024,Y_1028
688,2014.084932,2014.326027,Y,15-49,MICS,MW,0.184189017,0.399747271,0.583936288,NA,0.149429854,N,,N,,N,,None,None,N,,N,0.010074032,0.013061435,0.007844703,0.073502886,0.061065461,0.081470831,5578,Y_1029
688,2019.665753,2019.99726,Y,15-49,MICS,MW,0.213298693,0.408619855,0.622958961,NA,0.088140989,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,7600,Y_1030
694,2000.248634,2000.346995,Y,15-49,MICS,MW,0.039313933,0.003529355,0.042843287,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,1936,Y_1031
694,2005.747945,2005.912329,Y,15-49,MICS,MW,0.048808239,0.003727916,0.052536155,NA,NA,N,,N,,N,,None,None,N,,Y,0.003895723,0.000806715,NA,0.083366127,0.217676249,NA,41,Y_1032
694,2008.248634,2008.494536,Y,15-49,DHS,MW,0.067446231,0.014604265,0.082050496,NA,0.283669734,N,,N,,N,,None,None,N,,N,0.005054712,0.002067885,0.008550559,0.080286483,0.143473799,0.042581873,4550,Y_1033
694,2010.747945,2010.99726,Y,15-49,MICS,MW,0.10198291,0.008143279,0.110126189,NA,0.274,N,,N,,N,,None,None,N,,Y,0.005351173,0.001207341,0.007136864,0.05863273,0.150303648,0.035161192,5025,Y_1034
694,2013.413699,2013.830137,Y,15-49,DHS,MW,0.156031318,0.010274056,0.166305374,NA,0.249937215,N,,N,,N,,None,None,N,,N,0.006226908,0.001435289,0.006110921,0.047589497,0.142403536,0.032892872,5556,Y_1035
694,2017.328767,2017.663014,Y,15-49,MICS,MW,0.21850413,0.006701488,0.225205619,NA,0.263,N,,N,,N,,None,None,N,,N,0.006117922,0.000974407,0.005580954,0.035828116,0.146311604,0.027878471,5679,Y_1036
694,2019.364384,2019.663014,Y,15-49,DHS,MW,0.208814805,0.003616984,0.21243179,NA,0.248318448,N,,N,,N,,None,None,N,,N,0.006178317,0.000905199,0.005945584,0.037635762,0.252803118,0.03213793,7631,Y_1037
702,1973,1973,Y,15-49,National survey,MW,0.528,0.073,0.601,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,4971,Y_1038
702,1977,1977,Y,15-49,National survey,MW,0.628,0.085,0.713,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,4972,Y_1039
702,1982,1982,Y,15-49,National survey,MW,0.59,0.15,0.74,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2731,Y_1040
702,1987,1987,Y,15-49,National survey,MW,0.53,0.14,0.67,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2776,Y_1041
702,1992,1992,Y,15-49,National survey,MW,0.52,0.13,0.65,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2825,Y_1042
702,1997,1997,Y,15-49,National survey,MW,0.55,0.07,0.62,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2880,Y_1043
705,1994.915068,1995.99726,Y,15-49,Other,MW,0.631813849,0.157024356,0.788838205,NA,0.092,N,,N,,N,,?,None,N,,Y,NA,NA,NA,NA,NA,NA,2845,Y_1044
90,2006.769863,2007.326027,Y,15-49,DHS,MW,0.274,0.072,0.346,NA,0.111,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,2953,Y_1045
90,2015.260274,2015.712329,Y,15-49,National survey,MW,0.243,0.05,0.293,NA,0.347,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,7516,Y_1046
706,1999,1999,Y,15-49,MICS,MW,0.01,0.07,0.079,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,1897,Y_1047
706,2006.580822,2006.745205,Y,15-49,MICS,MW,0.011682672,0.134270117,0.145952789,NA,NA,N,,N,,N,,None,None,N,,Y,0.002253224,0.008517278,NA,0.196401096,0.073592452,NA,141,Y_1048
706,2011.161644,2011.99726,Y,15-49,MICS,MW,0.002,0.024,0.026,NA,0.114,N,,Y,Data pertain to Northeast Zone.,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5026,Y_1049
706,2011.161644,2011.99726,Y,15-49,MICS,MW,0.015,0.083,0.098,NA,0.202,N,,Y,Data pertain to Somaliland.,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5574,Y_1050
706,2018.084932,2019,Y,15-49,National survey,MW,0.009,0.06,0.069,NA,0.366,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,9022,Y_1051
710,1987,1989,Y,15-49,National survey,MW,0.484,0.012,0.497,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2790,Y_1052
710,1998,1998.745205,Y,15-49,DHS,MW,0.551149747,0.011453376,0.562603124,NA,0.165175432,N,,N,,N,,None,None,N,,N,0.009640711,0.001836189,0.006937137,0.041781118,0.176430001,0.056911676,1721,Y_1053
710,2003.747945,2004.663934,Y,15-49,DHS,MW,0.599,0,0.599,NA,0.138,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1720,Y_1054
710,2016.478142,2016.84153,Y,15-49,DHS,MW,0.540332914,0.005768416,0.54610133,NA,0.148574502,N,,N,,N,,None,None,N,,N,0.005219006,0.001371379,0.00432826,0.046618055,0.393895442,0.081485504,5797,Y_1055
728,2006,2006,Y,15-49,MICS,MW,0.033,0.002,0.035,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5240,Y_1056
728,2010.238356,2010.493151,Y,15-49,MICS,MW,0.015860135,0.024145883,0.040006018,NA,0.263,N,,N,,N,,None,None,N,,N,0.001792329,0.00252202,0.009373829,0.11504672,0.107177309,0.042293953,5560,Y_1057
724,1977.832877,1977.99726,Y,15-49,Other,MW,0.186,0.258,0.471,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,4970,Y_1058
724,1985,1985,Y,15-49,National survey,MW,0.41588639,0.205532552,0.62141894,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,2756,Y_1059
724,1994.832877,1995.912329,Y,15-49,Other,MW,0.675,0.136,0.811,NA,0.118,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,2860,Y_1060
724,1999,1999,Y,15-49,National survey,MW,0.6642935,0.054893567,0.719187,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2890,Y_1061
724,2006,2006,Y,15-49,National survey,MW,0.622,0.035,0.657,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,3309,Y_1062
724,2008.877049,2009.076712,Y,15-49,National survey,MW,0.682804044,0.018145692,0.700949736,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,9107,Y_1063
724,2018,2018,Y,15-49,National survey,MW,0.5985799,0.0221771,0.620757,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,7738,Y_1064
144,1975,1975,Y,15-49,Other,MW,0.202,0.142,0.344,NA,NA,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,174,Y_1065
144,1977,1977,Y,15-49,National survey,MW,0.269,0.217,0.486,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5173,Y_1066
144,1981,1982,Y,15-49,National survey,MW,0.337,0.14,0.477,NA,NA,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5174,Y_1067
144,1982,1982,Y,15-49,Other,MW,0.319,0.26,0.578,NA,NA,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2732,Y_1068
144,1987,1987.243836,Y,15-49,DHS,MW,0.406103195,0.210878987,0.616982182,NA,0.123,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1718,Y_1069
144,1993,1993,Y,15-49,National survey,MW,0.436,0.225,0.661,NA,NA,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2833,Y_1070
144,2000.330601,2000.663934,Y,15-49,National survey,MW,0.495,0.205,0.7,NA,0.182,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2902,Y_1071
144,2006.665753,2007.830137,Y,15-49,DHS,MW,0.525,0.159,0.684,NA,0.073,N,,Y,Excluding the Northern Province.,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,4553,Y_1072
144,2016.36612,2016.871585,Y,15-49,DHS,MW,0.536,0.11,0.646,NA,0.075,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,6094,Y_1073
275,1996,1996,Y,15-49,National survey,MW,0.307,0.145,0.452,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2867,Y_1074
275,2000,2000,Y,15-49,National survey,MW,NA,NA,0.514,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,813,Y_1075
275,2004.382514,2004.513661,Y,15-49,National survey,MW,0.376,0.132,0.508,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,807,Y_1076
275,2006.832877,2007.052055,Y,15-49,Other,MW,0.389,0.113,0.502,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,823,Y_1077
275,2010.328767,2010.745205,Y,15-49,MICS,MW,0.414129158,0.111103217,0.525232375,NA,0.156,N,,N,,N,,None,None,N,,Y,0.005262625,0.003460518,0.004047092,0.023141928,0.038747078,0.031152441,5019,Y_1078
275,2013.832877,2014.326027,Y,15-49,MICS,MW,0.439914855,0.1317112,0.571626055,NA,0.10877038,N,,N,,N,,None,None,N,,Y,0.006073175,0.004332304,0.003740824,0.026644904,0.040897646,0.041724443,5563,Y_1079
275,2019,2020,Y,15-49,MICS,MW,0.428,0.145,0.573,NA,0.129,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7872,Y_1080
729,1978,1979,Y,15-49,Other,MW,0.039,0.007,0.046,NA,NA,N,,Y,Data pertain to pre-secession Northern Sudan.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5212,Y_1081
729,1989.832877,1990.410959,Y,15-49,DHS,MW,0.055185185,0.031481481,0.086666667,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5219,Y_1082
729,1992,1993,Y,15-49,Other,MW,0.069,0.03,0.099,NA,0.26,N,,Y,Data pertain to pre-secession Northern Sudan.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5220,Y_1083
729,1999.328767,1999.413699,Y,15-49,National survey,MW,0.054,0.02,0.07,NA,NA,N,,Y,Data pertain to pre-secession Northern Sudan.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5215,Y_1084
729,2006,2006,Y,15-49,MICS,MW,0.09,0.004,0.095,NA,NA,N,,Y,Data pertain to pre-secession Northern Sudan.,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5223,Y_1085
729,2010.49589,2010.912329,Y,15-49,MICS,MW,0.084676666,0.005876742,0.090553408,NA,0.289,N,,N,,N,,None,None,N,,N,0.004627717,0.001080302,0.006459364,0.059759936,0.185118854,0.029441404,5355,Y_1086
729,2014.690411,2014.846575,Y,15-49,MICS,MW,0.120365513,0.007415029,0.127780542,NA,0.265792608,N,,N,,N,,None,None,N,,Y,0.005576422,0.001268841,0.005897174,0.053204171,0.173861972,0.029401463,5593,Y_1087
740,1999.832877,2000.327869,Y,15-49,MICS,MW,0.407135833,0.014225653,0.421361486,NA,NA,N,,N,,N,,None,None,N,,N,0.012750431,0.002860775,NA,0.053695132,0.207725624,NA,1945,Y_1088
740,2006.246575,2006.410959,Y,15-49,MICS,MW,0.450222391,0.006210895,0.456433286,NA,NA,N,,N,,N,,None,None,N,,N,0.010335313,0.001556495,NA,0.041594101,0.251008951,NA,1919,Y_1089
740,2010.523288,2010.553425,Y,15-49,MICS,MW,0.471817948,0.004211842,0.476029789,NA,0.169,N,,N,,N,,None,None,N,,N,0.010705303,0.001248312,0.009213605,0.043728666,0.300110316,0.052306238,5030,Y_1090
740,2018.161644,2018.663014,Y,15-49,MICS,MW,0.386741992,0.004473937,0.391215929,NA,0.284323345,N,,N,,N,,None,None,N,,N,0.009981485,0.001080114,0.008579834,0.042206194,0.243099405,0.048313568,7591,Y_1091
756,1980,1980,Y,15-49,Other,HW,0.649,0.064,0.712,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2706,Y_1092
756,1994.747945,1995.410959,Y,15-49,Other,MW,0.775467921,0.044607135,0.820075056,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,2846,Y_1093
756,2012,2012.997268,Y,15-49,National survey,MW,0.692154,0.037438,0.729594,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,6018,Y_1094
756,2017,2017.99726,Y,15-49,National survey,MW,0.673,0.043,0.716,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7510,Y_1095
760,1978,1978,Y,15-49,Other,MW,0.224,0.071,0.295,NA,NA,N,,N,,Y,Data pertain to women exposed to the risk of pregnancy.,?,None,N,,N,NA,NA,NA,NA,NA,NA,125,Y_1096
760,1993,1993,Y,15-49,Other,MW,0.283,0.113,0.396,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,663,Y_1097
760,2001.832877,2001.953425,Y,15-49,Other,MW,0.351,0.115,0.466,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,147,Y_1098
760,2006.328767,2006.493151,Y,15-49,MICS,MW,0.463162713,0.119780231,0.582942944,NA,NA,N,,N,,N,,None,None,N,,Y,0.00532363,0.003366729,NA,0.023442536,0.035020418,NA,51,Y_1099
760,2009,2009,Y,15-49,Other,MW,0.375,0.164,0.539,NA,0.164,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5399,Y_1100
762,2000.510929,2000.592896,Y,15-49,MICS,MW,0.282889734,0.056273764,0.339163498,NA,NA,N,,N,,N,,None,None,N,,Y,0.012083298,0.008116287,NA,0.065291467,0.162248472,NA,1924,Y_1101
762,2005.665753,2005.830137,Y,15-49,MICS,MW,0.361495954,0.01799959,0.379495544,NA,NA,N,,N,,N,,None,None,N,,Y,0.010043502,0.003214024,NA,0.04446162,0.185042995,NA,724,Y_1102
762,2007,2007,Y,15-49,Other,MW,0.315721,0.05565,0.371,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5176,Y_1103
762,2012.497268,2012.745902,Y,15-49,DHS,MW,0.258416423,0.020825843,0.279242266,NA,0.228634395,N,,N,,N,,None,None,N,,N,0.008106786,0.002468149,0.007121427,0.042438391,0.121261381,0.043293262,5070,Y_1104
762,2017.6,2017.860274,Y,15-49,DHS,MW,0.271218918,0.021552478,0.292771396,NA,0.227354878,N,,N,,N,,None,None,N,,N,0.007773064,0.002955598,0.00623217,0.039599214,0.141026864,0.035248898,7371,Y_1105
764,1969.246575,1970.410959,Y,15-49,National survey,MW,NA,NA,0.148,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,3319,Y_1106
764,1972.248634,1973.410959,Y,15-49,National survey,MW,0.257,0.006,0.263,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,4643,Y_1107
764,1975.246575,1975.410959,Y,15-49,Other,MW,0.3,0.03,0.333,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,702,Y_1108
764,1978.832877,1978.99726,Y,15-49,Other,MW,0.493,0.041,0.534,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,4644,Y_1109
764,1981.227397,1981.438356,Y,15-49,Other,MW,NA,NA,0.582,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,105,Y_1110
764,1984,1984,Y,15-49,Other,MW,NA,NA,0.622,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,193,Y_1111
764,1987.161644,1987.493151,Y,15-49,DHS,MW,0.636359461,0.018390239,0.6547497,NA,0.111,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1783,Y_1112
764,1989,1989,Y,15-49,National survey,MW,0.642,0.02,0.662,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,25,Y_1113
764,1993,1993,Y,15-49,National survey,MW,0.722,0.019,0.739,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2834,Y_1114
764,1995,1996,Y,15-49,National survey,MW,0.722,0.014,0.736,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,788,Y_1115
764,1996,1997,Y,15-49,Other,MW,0.698,0.024,0.722,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2869,Y_1116
764,2001,2001,Y,15-49,National survey,MW,0.761,0.016,0.778,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5178,Y_1117
764,2005,2006,Y,15-49,National survey,MW,0.725,0.013,0.738,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,111,Y_1118
764,2005.915068,2006.158904,Y,15-49,MICS,MW,0.754340053,0.012274792,0.766614845,NA,NA,N,,N,,N,,None,None,N,,Y,0.006914024,0.001135928,NA,0.038311424,0.095847506,NA,175,Y_1119
764,2006,2006,Y,15-49,Other,MW,0.797671914,0.012893874,0.810565788,NA,0.031,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5179,Y_1120
764,2009,2009,Y,15-49,Other,MW,0.774,0.022,0.796,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5400,Y_1121
764,2012.666667,2012.912568,Y,15-49,MICS,MW,0.769512539,0.023237384,0.792749923,NA,0.069,N,,N,,N,,None,None,N,,Y,0.006840844,0.001878563,0.004545807,0.040739758,0.088221578,0.057798805,5034,Y_1122
764,2015.871233,2016.202186,Y,15-49,MICS,MW,0.755113742,0.028331926,0.783445668,NA,0.062,N,,N,,N,,None,None,N,,Y,0.007643504,0.002574131,NA,0.044192314,0.100538011,NA,5669,Y_1123
764,2019.328767,2019.912329,Y,15-49,MICS,MW,0.713,0.017011939,0.729665238,NA,0.08037398,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7879,Y_1124
626,1991.328767,1991.49589,Y,15-49,DHS,MW,0.204,0.047,0.251,NA,0.166,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,2810,Y_1125
626,1994.49589,1994.832877,Y,15-49,DHS,MW,0.207,0.019,0.226,NA,0.133,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2838,Y_1126
626,1997.665753,1997.915068,Y,15-49,DHS,MW,0.251,0.016,0.267,NA,0.174,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2874,Y_1127
626,2001,2001,Y,15-49,Other,MW,0.066,0.013,0.08,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2013,Y_1128
626,2003.323288,2003.652055,Y,15-49,National survey,MW,0.095,0.013,0.1,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,18,Y_1129
626,2007,2007,Y,15-49,Other,MW,0.158,0.04,0.198,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5181,Y_1130
